                MSCBC01%3A1000,BC3 1    eniq_oss_1 MSCBC01 1   2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       38    (NULL)      (NULL)          62            62          97           92 
                MSCBC01%3A1000,BC3 328  eniq_oss_1 MSCBC01 328 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         76       57    (NULL)      (NULL)          73            42          39            6 
                MSCBC01%3A1000,BC3 329  eniq_oss_1 MSCBC01 329 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         45       20    (NULL)      (NULL)          38            12           6           11 
                MSCBC01%3A1000,BC3 330  eniq_oss_1 MSCBC01 330 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         19       67    (NULL)      (NULL)          77            52          50           87 
                MSCBC01%3A1000,BC3 331  eniq_oss_1 MSCBC01 331 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         46       79    (NULL)      (NULL)          71            83          36            4 
                MSCBC01%3A1000,BC3 332  eniq_oss_1 MSCBC01 332 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         19       30    (NULL)      (NULL)          51            68          86            2 
                MSCBC01%3A1000,BC3 333  eniq_oss_1 MSCBC01 333 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60        6    (NULL)      (NULL)          24            15          27           92 
                MSCBC01%3A1000,BC3 334  eniq_oss_1 MSCBC01 334 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52       68    (NULL)      (NULL)          37            71          81            8 
                MSCBC01%3A1000,BC3 335  eniq_oss_1 MSCBC01 335 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         11       60    (NULL)      (NULL)          19            79          66           35 
                MSCBC01%3A1000,BC3 336  eniq_oss_1 MSCBC01 336 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         43       91    (NULL)      (NULL)          24             7          61           95 
                MSCBC01%3A1000,BC3 337  eniq_oss_1 MSCBC01 337 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          2       16    (NULL)      (NULL)          67            48          26           16 
                MSCBC01%3A1000,BC3 338  eniq_oss_1 MSCBC01 338 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         71       62    (NULL)      (NULL)          13            73          99           10 
                MSCBC01%3A1000,BC3 339  eniq_oss_1 MSCBC01 339 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         80       36    (NULL)      (NULL)          50            12          25           56 
                MSCBC01%3A1000,BC3 340  eniq_oss_1 MSCBC01 340 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         26       19    (NULL)      (NULL)          28            65          70           59 
                MSCBC01%3A1000,BC3 341  eniq_oss_1 MSCBC01 341 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         43       19    (NULL)      (NULL)          51            12          71           35 
                MSCBC01%3A1000,BC3 342  eniq_oss_1 MSCBC01 342 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         34       82    (NULL)      (NULL)          95            31          49           92 
                MSCBC01%3A1000,BC3 343  eniq_oss_1 MSCBC01 343 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         98       20    (NULL)      (NULL)          93            56          54            9 
                MSCBC01%3A1000,BC3 344  eniq_oss_1 MSCBC01 344 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         96       37    (NULL)      (NULL)          82            72          67           61 
                MSCBC01%3A1000,BC3 345  eniq_oss_1 MSCBC01 345 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         73       92    (NULL)      (NULL)           7            34          69           48 
                MSCBC01%3A1000,BC3 346  eniq_oss_1 MSCBC01 346 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         27       74    (NULL)      (NULL)          35            48          39           30 
                MSCBC01%3A1000,BC3 347  eniq_oss_1 MSCBC01 347 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         21       53    (NULL)      (NULL)          61            76          63           21 
                MSCBC01%3A1000,BC3 348  eniq_oss_1 MSCBC01 348 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         41       44    (NULL)      (NULL)          93            32          49            3 
                MSCBC01%3A1000,BC3 349  eniq_oss_1 MSCBC01 349 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         28       79    (NULL)      (NULL)          55            74          99           60 
                MSCBC01%3A1000,BC3 350  eniq_oss_1 MSCBC01 350 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         72       97    (NULL)      (NULL)          21            30           8           99 
                MSCBC01%3A1000,BC3 351  eniq_oss_1 MSCBC01 351 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         15       45    (NULL)      (NULL)           0            44          31           86 
                MSCBC01%3A1000,BC3 352  eniq_oss_1 MSCBC01 352 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         10       89    (NULL)      (NULL)          54            57          83           63 
                MSCBC01%3A1000,BC3 353  eniq_oss_1 MSCBC01 353 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       17    (NULL)      (NULL)          41            73          10           29 
                MSCBC01%3A1000,BC3 354  eniq_oss_1 MSCBC01 354 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         98       27    (NULL)      (NULL)          91            58          61           86 
                MSCBC01%3A1000,BC3 355  eniq_oss_1 MSCBC01 355 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         72       78    (NULL)      (NULL)          42            10          46           71 
                MSCBC01%3A1000,BC3 356  eniq_oss_1 MSCBC01 356 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       20    (NULL)      (NULL)          35            77          61           10 
                MSCBC01%3A1000,BC3 357  eniq_oss_1 MSCBC01 357 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         15       18    (NULL)      (NULL)          93            16          37           73 
                MSCBC01%3A1000,BC3 358  eniq_oss_1 MSCBC01 358 2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         16       28    (NULL)      (NULL)          48            57          88           86 
