KPI,Formula,Description,Counters,CountersDescription,Access Type,System Area,Node Type,Measure,Measure Type,GSM Access Type,LTE Access Type,NR Access Type,WCDMA Access Type,Complexity,Custom Where Clause Condition,Custom Keys,SQL Operator,Mapping Columns,Category
IMS MMTel AS Subscribe Setup Success Ratio,100*((DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessOk)/(DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessOk+DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessNOkE+DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessNOkI)),,"DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessOk,DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessOk,DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessNOkE,DC_E_MTAS_MTASDEN_RAW.MtasDenSubsSessNOkI",,,Core,MTAS,IMS MMTel AS Subscribe Setup Success Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Dialog Event Notifier Subscribe Setup Success Ratio,100*(DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccETransferOk/DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccEAttempt),,"DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccETransferOk,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccEAttempt",,,Core,MTAS,IMS MMTel AS Dialog Event Notifier Subscribe Setup Success Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Enhanced Single Radio Voice Call Continuity (SRVCC) Access Transfer Success Ratio (%),100*(DC_E_MTAS_MTASSIP_RAW.MtasSipPresenceRequestOverloadRej/DC_E_MTAS_MTASSIP_RAW.MtasSipPresenceRequest),,"DC_E_MTAS_MTASSIP_RAW.MtasSipPresenceRequestOverloadRej,DC_E_MTAS_MTASSIP_RAW.MtasSipPresenceRequest",,,Core,MTAS,IMS SCC AS Enhanced Single Radio Voice Call Continuity (SRVCC) Access Transfer Success Ratio (%),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MTAS SIP Presence Requests In Overload Rejection Ratio (%),(DC_E_MTAS_MTASCR_RAW.MtasCrInvEraOk+DC_E_MTAS_MTASCR_RAW.MtasCrInvEraNOkE+DC_E_MTAS_MTASCR_RAW.MtasCrInvEraNOkI)/((60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION)))),,"DC_E_MTAS_MTASCR_RAW.MtasCrInvEraOk,DC_E_MTAS_MTASCR_RAW.MtasCrInvEraNOkE,DC_E_MTAS_MTASCR_RAW.MtasCrInvEraNOkI",,,Core,MTAS,IMS MTAS SIP Presence Requests In Overload Rejection Ratio (%),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTel AS Call Return Erasure Procedure Attempts [per second],100*((DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferOk+DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkUser)/DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallAttempt),,"DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferOk,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkUser,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallAttempt",,,Core,MTAS,IMS MMTel AS Call Return Erasure Procedure Attempts [per second],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
MS SCC AS Single Radio Voice Call Continuity (SRVCC) Mid Call Access Transfer Success Ratio,(100*(DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifOk)/(DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifOk + DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifNOkE + DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifNOkI)),,"DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifOk, DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifNOkE, DC_E_MTAS_MTASSHINTERFACE_RAW.MtasShNotifNOkI",,,Core,MTAS,MS SCC AS Single Radio Voice Call Continuity (SRVCC) Mid Call Access Transfer Success Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Sh Notification Request Success Ratio,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccActiveTransferNOkNet,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccActiveTransferNOkNet,,,Core,MTAS,IMS MMTel AS Sh Notification Request Success Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Network Failed Active Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccActiveTransferNOkUser,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccActiveTransferNOkUser,,,Core,MTAS,"IMS SCC AS Network Failed Active Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS User Failed Active Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccAlertingTransferNOkNet,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccAlertingTransferNOkNet,,,Core,MTAS,"IMS SCC AS User Failed Active Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Network Failed Alerting Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccAlertingTransferNOkUser,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccAlertingTransferNOkUser,,,Core,MTAS,"IMS SCC AS Network Failed Alerting Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS User Failed Alerting Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccPreAlertingTransferNOkNet,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccPreAlertingTransferNOkNet,,,Core,MTAS,"IMS SCC AS User Failed Alerting Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Network Failed pre-Alerting Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccPreAlertingTransferNOkUser,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccPreAlertingTransferNOkUser,,,Core,MTAS,"IMS SCC AS Network Failed pre-Alerting Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS User Failed pre-Alerting Session Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkNet,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkNet,,,Core,MTAS,"IMS SCC AS User Failed pre-Alerting Session Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Network Failed Mid-call Access Transfers per cause code,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkUser,,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccMidcallTransferNOkUser,,,Core,MTAS,"IMS SCC AS Network Failed Mid-call Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS User Failed Mid Call Access Transfers per cause code,100*DC_E_MTAS_MTASSIP_RAW.MtasSipSccTermRequestOverloadRej/DC_E_MTAS_MTASSIP_RAW.MtasSipSccTermRequestIn,,"DC_E_MTAS_MTASSIP_RAW.MtasSipSccTermRequestOverloadRej,DC_E_MTAS_MTASSIP_RAW.MtasSipSccTermRequestIn",,,Core,MTAS,"IMS SCC AS User Failed Mid Call Access Transfers, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS SIP Term Requests Overload Rejection Ratio,100*DC_E_MTAS_MTASSIP_RAW.MtasSipSccOrigRequestOverloadRej/DC_E_MTAS_MTASSIP_RAW.MtasSipSccOrigRequestIn,,"DC_E_MTAS_MTASSIP_RAW.MtasSipSccOrigRequestOverloadRej,DC_E_MTAS_MTASSIP_RAW.MtasSipSccOrigRequestIn",,,Core,MTAS,IMS SCC AS SIP Term Requests Overload Rejection Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS SIP Orig Requests Overload Rejection Ratio, (DC_E_MTAS_MTASCSA_RAW.MtasCsaOk)/(DC_E_MTAS_MTASCSA_RAW.MtasCsaOk+DC_E_MTAS_MTASCSA_RAW.MtasCsaNOkI+DC_E_MTAS_MTASCSA_RAW.MtasCsaNOkE),,"DC_E_MTAS_MTASCSA_RAW.MtasCsaOk,DC_E_MTAS_MTASCSA_RAW.MtasCsaNOkI,DC_E_MTAS_MTASCSA_RAW.MtasCsaNOkE",,,Core,MTAS,IMS SCC AS SIP Orig Requests Overload Rejection Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Communication Setup Announcement Request Success Ratio,(DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigFailedAttemptCause+DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttemptCause)/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigFailedAttemptCause,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttemptCause",,,Core,MTAS,IMS MMTel AS Communication Setup Announcement Request Success Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTEL AS Failed Originating Sessions [per second] ,(DC_E_MTAS_MTASMMT_RAW.MtasMmtTermFailedAttemptCause+DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttemptCause) / (60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtTermFailedAttemptCause,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttemptCause",,,Core,MTAS,IMS MMTEL AS Failed Originating Sessions [per second] ,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTEL AS Failed Terminating Sessions [per second],DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttemptCause,,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttemptCause,,,Core,MTAS,IMS MMTEL AS Failed Terminating Sessions [per second],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTEL AS Failed Originating Sessions for unregistered PUI per cause code ,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttemptCause,,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttemptCause,,,Core,MTAS,"IMS MMTEL AS Failed Originating Sessions for unregistered PUI, per cause code ",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTEL AS Failed Terminating Sessions for unregistered PUI per cause code ,DC_E_MTAS_MTASCONF_RAW.MtasConfSchedActiveConferences,,DC_E_MTAS_MTASCONF_RAW.MtasConfSchedActiveConferences,,,Core,MTAS,"IMS MMTEL AS Failed Terminating Sessions for unregistered PUI, per cause code ",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Number of Currently Active Scheduled Conferences,DC_E_MTAS_MTASCONF_RAW.MtasConfSchedParticipants,,DC_E_MTAS_MTASCONF_RAW.MtasConfSchedParticipants,,,Core,MTAS,IMS MMTel AS Number of Currently Active Scheduled Conferences,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Number of Scheduled Conference Participants ,DC_E_MTAS_MTASPX_RAW.MtasPxRejectedRequests,,DC_E_MTAS_MTASPX_RAW.MtasPxRejectedRequests,,,Core,MTAS,IMS MMTel AS Number of Scheduled Conference Participants ,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTEL AS Rejected Parlay-X requests per cause code [per second] ,DC_E_MTAS_MTASST_RAW.MtasStOrigFailedAttemptCause,,DC_E_MTAS_MTASST_RAW.MtasStOrigFailedAttemptCause,,,Core,MTAS,"IMS MMTEL AS Rejected Parlay-X requests, per cause code [per second] ",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS ST AS Failed Originating Sessions per cause code,DC_E_MTAS_MTASST_RAW.MtasStTermFailedAttemptCause,,DC_E_MTAS_MTASST_RAW.MtasStTermFailedAttemptCause,,,Core,MTAS,"IMS ST AS Failed Originating Sessions, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS ST AS Failed Terminating Sessions per cause code,DC_E_MTAS_MTASST_RAW.MtasStCurrentSessions,,DC_E_MTAS_MTASST_RAW.MtasStCurrentSessions,,,Core,MTAS,"IMS ST AS Failed Terminating Sessions, per cause code",KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS ST AS Number of SIP Trunking Simultaneous Sessions,DC_E_MTAS_MTASTRAF_RAW.MtasFuncOngoingMobileSess,,DC_E_MTAS_MTASTRAF_RAW.MtasFuncOngoingMobileSess,,,Core,MTAS,IMS ST AS Number of SIP Trunking Simultaneous Sessions,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS SCC AS Number of Mobile Service Simultaneous Sessions,DC_E_MTAS_MTAS3PTY_RAW.Mtas3ptyCommDuration/DC_E_MTAS_MTAS3PTY_RAW.Mtas3ptyCreationOk,,"DC_E_MTAS_MTAS3PTY_RAW.Mtas3ptyCommDuration,DC_E_MTAS_MTAS3PTY_RAW.Mtas3ptyCreationOk",,,Core,MTAS,IMS SCC AS Number of Mobile Service Simultaneous Sessions,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Mean Third Party Call Time,DC_E_MTAS_MTASFUNCTION_RAW.MtasFuncFailover/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,DC_E_MTAS_MTASFUNCTION_RAW.MtasFuncFailover,,,Core,MTAS,IMS MMTel AS Mean Third Party Call Time,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MTAS DNS Failover (per second),(DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDuration+DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDuration)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessOk+DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessOk),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessOk,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessOk",,,Core,MTAS,IMS MTAS DNS Failover (per second),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Originating Active Session Duration (Seconds),(DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDuration+DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDuration)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessOk+DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessOk),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessOk,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessOk",,,Core,MTAS,IMS MMTel AS Originating Active Session Duration (Seconds),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Terminating Active Session Duration (Seconds),((DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDurationInitial + DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDurationInitial+DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDurationInitial +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDurationInitial)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigNetworkSuccessSessionEstablish +DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregNetworkSuccessSessionEstablish +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregNetworkSuccessSessionEstablish +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermNetworkSuccessSessionEstablish + DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigSessEarlyCancel +DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregSessEarlyCancel +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermSessEarlyCancel +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregSessEarlyCancel +DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigFailedAttempt +DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttempt +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttempt +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermFailedAttempt +DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkI +DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkI +DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessNOkI +DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessNOkI )),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDurationInitial,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDurationInitial, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDurationInitial, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDurationInitial, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigNetworkSuccessSessionEstablish, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregNetworkSuccessSessionEstablish, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregNetworkSuccessSessionEstablish, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermNetworkSuccessSessionEstablish, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigSessEarlyCancel, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregSessEarlyCancel, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermSessEarlyCancel, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregSessEarlyCancel, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigFailedAttempt, DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregFailedAttempt, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregFailedAttempt, DC_E_MTAS_MTASMMT_RAW.MtasMmtTermFailedAttempt, DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkI, DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkI, DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessNOkI, DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessNOkI",,,Core,MTAS,IMS MMTel AS Terminating Active Session Duration (Seconds),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Mean Holding Time [Seconds],((DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigServiceDuration+DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregServiceDuration)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessOk+DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessOk)),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigServiceDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregServiceDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessOk,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessOk",,,Core,MTAS,IMS MMTel AS Mean Holding Time [Seconds],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Originating Service Duration [Seconds],((DC_E_MTAS_MTASMMT_RAW.MtasMmtTermServiceDuration+DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregServiceDuration)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessOk+DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessOk)),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtTermServiceDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregServiceDuration,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessOk,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessOk",,,Core,MTAS,IMS MMTel AS Originating Service Duration [Seconds],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Terminating Service Duration (Seconds),(DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDurationAlert+DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDurationAlert)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigNetworkSuccessSessionEstablish + DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregNetworkSuccessSessionEstablish),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigCommDurationAlert,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregCommDurationAlert,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigNetworkSuccessSessionEstablish,DC_E_MTAS_MTASMMT_RAW.MtasMmtOrigUnregNetworkSuccessSessionEstablish",,,Core,MTAS,IMS MMTel AS Terminating Service Duration (Seconds),KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Originating Alerting Session Duration [Seconds],(DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDurationAlert+DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDurationAlert)/(DC_E_MTAS_MTASMMT_RAW.MtasMmtTermNetworkSuccessSessionEstablish +DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregNetworkSuccessSessionEstablish),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtTermCommDurationAlert,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregCommDurationAlert,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermNetworkSuccessSessionEstablish,DC_E_MTAS_MTASMMT_RAW.MtasMmtTermUnregNetworkSuccessSessionEstablish",,,Core,MTAS,IMS MMTel AS Originating Alerting Session Duration [Seconds],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE",,,
IMS MMTel AS Terminating Alerting Session Duration [Seconds],(DC_E_MTAS_MTASCSI_RAW.MtasCsiCallReleasedNoCredit/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION)))),,DC_E_MTAS_MTASCSI_RAW.MtasCsiCallReleasedNoCredit,,,Core,MTAS,IMS MMTel AS Terminating Alerting Session Duration [Seconds],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTEL AS Call Released No Credit,((DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccEAttempt)/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION)))),,DC_E_MTAS_MTASSRVCC_RAW.MtasSrvccEAttempt,,,Core,MTAS,IMS MMTEL AS Call Released No Credit,KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS SCC AS SR-VCC In Active State Attempts [per second],(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkUser + DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkUser)/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkUser,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkUser",,,Core,MTAS,IMS SCC AS SR-VCC In Active State Attempts [per second],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTEL AS User Rejected Originating Sessions [per second],(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessNOkUser+  DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessNOkUser)/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermSessNOkUser,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitTermUnregSessNOkUser",,,Core,MTAS,IMS MMTEL AS User Rejected Originating Sessions [per second],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
IMS MMTEL AS User Rejected Terminating Sessions [per second],(DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkNet  +  DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkNet)/(60*Max(PERIOD_DURATION)*(<ROPS>/MAX(PERIOD_DURATION))),,"DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigSessNOkNet,DC_E_MTAS_MTASMMT_RAW.MtasMmtInitOrigUnregSessNOkNet",,,Core,MTAS,IMS MMTEL AS User Rejected Terminating Sessions [per second],KPI,,,,,Simple,,"MOID ,OSS_ID,g3ManagedElement,ROWSTATUS,SN,DC_TIMEZONE,PERIOD_DURATION",,,
